item_id,term,type,source
fournier-dalbe-quo-vadimus-glimpses,Civilization,subject,loc
fournier-dalbe-quo-vadimus-glimpses,Progress,subject,loc
wodehouse-sam-sudden,Humorous fiction.,genre,loc
whitehead-science-modern-world,Science,subject,loc
hamsun-segelfoss-town,Fiction,genre,loc
gosse-silhouettes,Literature,subject,loc
shaw-table-talk-g,biography,genre,loc
shaw-table-talk-g,Table-talk,subject,loc
russell-abc-relativity,Relativity (Physics),subject,loc
burdett-beardsley-period-essay,Criticism and interpretation,subject,loc
burdett-beardsley-period-essay,Art,subject,loc
sabatini-carolinian,History,subject,loc
clarke-cattledrive-connaught-poems,"Epic literature, Irish",subject,loc
woolf-common-reader,bibliography,genre,loc
woolf-common-reader,English literature,subject,loc
chaucer-complete-works-geoffrey-chaucer-2,bibliography,genre,loc
williams-craft-literature,English literature,subject,loc
williams-craft-literature,Authorship,subject,loc
williams-craft-literature,Literature,subject,loc
boyd-dark-cloud,text,genre,loc
king-hall-diary-young-lady,Fiction,genre,loc
king-hall-diary-young-lady,Debutantes,subject,loc
collins-doctor-looks-biography,Fiction,subject,loc
collins-doctor-looks-biography,Authors,subject,loc
collins-doctor-looks-biography,Psychological fiction,subject,loc
collins-doctor-looks-biography,"Literature, Modern",subject,loc
chesterton-everlasting-man,Apologetic works,genre,loc
chesterton-everlasting-man,Christianity and other religions,subject,loc
chesterton-everlasting-man,Religion,subject,loc
fitzgerald-great-gatsby,Fiction,genre,loc
fitzgerald-great-gatsby,Love stories.,genre,loc
fitzgerald-great-gatsby,Psychological fiction.,genre,loc
fitzgerald-great-gatsby,First loves,subject,loc
fitzgerald-great-gatsby,Rich people,subject,loc
fitzgerald-great-gatsby,Married women,subject,loc
fitzgerald-great-gatsby,Mistresses,subject,loc
fitzgerald-great-gatsby,Revenge,subject,loc
fitzgerald-great-gatsby,Traffic accidents,subject,loc
proust-guermantes-way,Autobiographical fiction.,genre,loc
proust-guermantes-way,Social life and customs,subject,loc
hodgson-life-james-elroy,biography,genre,loc
benson-little-world,Voyages and travels,subject,loc
hays-love-letters-mary,Correspondence,genre,loc
hays-love-letters-mary,Love-letters,subject,loc
hays-love-letters-mary,"Novelists, English",subject,loc
strachey-madonna-barricades-memoirs,Carbonari,subject,loc
wharton-mothers-recompense,Fiction,genre,loc
wharton-mothers-recompense,Psychological fiction.,genre,loc
wharton-mothers-recompense,Mothers and daughters,subject,loc
locke-new-negro,bibliography,genre,loc
locke-new-negro,text,genre,loc
locke-new-negro,Literary collections,genre,loc
locke-new-negro,American literature,subject,loc
locke-new-negro,African Americans,subject,loc
locke-new-negro,African Americans in literature,subject,loc
digeon-novels-fielding,bibliography,genre,loc
digeon-novels-fielding,Fictional works,subject,loc
maugham-painted-veil,Domestic fiction.,genre,loc
maugham-painted-veil,Fiction,genre,loc
maugham-painted-veil,Psychological fiction.,genre,loc
maugham-painted-veil,British,subject,loc
maugham-painted-veil,Bacteriologists,subject,loc
maugham-painted-veil,Cholera,subject,loc
maugham-painted-veil,Adultery,subject,loc
maugham-painted-veil,Married people,subject,loc
scott-portrait-zelide,biography,genre,loc
erskine-private-life-helen,Fiction,genre,loc
cather-professors-house,text,genre,loc
cather-professors-house,Fiction,genre,loc
cather-professors-house,Psychological fiction.,genre,loc
cather-professors-house,Midlife crisis,subject,loc
cather-professors-house,Middle-aged men,subject,loc
cather-professors-house,College teachers,subject,loc
cather-professors-house,Teacher-student relationships,subject,loc
carpenter-psychology-poet-shelley,Psychology,subject,loc
carpenter-psychology-poet-shelley,"Poets, English",subject,loc
lagerlof-ring-lowenskolds,Translations into English,genre,loc
lagerlof-ring-lowenskolds,"Ghost stories, Swedish",subject,loc
lagerlof-ring-lowenskolds,"Science fiction, Swedish",subject,loc
le-gallienne-romantic-90s,Biography,genre,loc
le-gallienne-romantic-90s,biography,genre,loc
le-gallienne-romantic-90s,English literature,subject,loc
le-gallienne-romantic-90s,"Authors, English",subject,loc
hamblin-school-paris,Fiction,genre,loc
ossendowski-shadow-gloomy-east,Social conditions,subject,loc
ossendowski-shadow-gloomy-east,Civilization,subject,loc
wallace-sinister-man,Detective and mystery stories.,genre,loc
kafka-trial,Allegories.,genre,loc
kafka-trial,Trials,subject,loc
masefield-trial-jesus,Drama,genre,loc
kreymborg-troubadour-autobiography,biography,genre,loc
sladen-twenty-years-life,biography,genre,loc
sladen-twenty-years-life,Artists,subject,loc
bruce-william-blake-world,bibliography,genre,loc
smith-words-idioms-studies,bibliography,genre,loc
smith-words-idioms-studies,English language,subject,loc
summers-history-witchcraft-demonology,bibliography,genre,loc
summers-history-witchcraft-demonology,Witchcraft,subject,loc
summers-history-witchcraft-demonology,Demonology,subject,loc
ford-mirror-france,"National characteristics, French",subject,loc
gorman-victorian-american-henry,biography,genre,loc
lucas-wanderer-rome,"Art, Italian",subject,loc
lucas-wanderer-rome,Description and travel,subject,loc
herriot-amid-forests-normandy,History,subject,loc
gordon-anglo-saxon-poetry,bibliography,genre,loc
gordon-anglo-saxon-poetry,English poetry,subject,loc
sabatini-bellarion-fortunate-romance,History,subject,loc
handy-blues-anthology,Blues (Music),subject,loc
hutton-cities-sicily,Cities and towns,subject,loc
hutton-cities-sicily,Description and travel,subject,loc
smith-complete-history-lives,Crime and criminals,subject,loc
smith-complete-history-lives,Thieves,subject,loc
smith-complete-history-lives,Brigands and robbers,subject,loc
mirskij-contemporary-russian-literature,Russian literature,subject,loc
malinowski-crime-custom-savage,"Law, Primitive",subject,loc
malinowski-crime-custom-savage,Primitive societies,subject,loc
malinowski-crime-custom-savage,Ethnology,subject,loc
connington-death-swaythling-court,Detective and mystery stories.,genre,loc
boyd-drums,History,subject,loc
reed-early-tudor-drama,English drama,subject,loc
russell-education-good-life,Education,subject,loc
russell-education-good-life,Educational psychology,subject,loc
russell-education-good-life,Moral education,subject,loc
clark-eugene-oneill-man,bibliography,genre,loc
van-vechten-excavations-book-advocacies,Biography,genre,loc
van-vechten-excavations-book-advocacies,Musicians,subject,loc
van-vechten-excavations-book-advocacies,"Authors, American",subject,loc
van-vechten-excavations-book-advocacies,"Authors, English",subject,loc
huddleston-france,History,subject,loc
aldington-french-studies-reviews,French literature,subject,loc
turquet-milnes-pascal-proust-studies,French literature,subject,loc
turquet-milnes-pascal-proust-studies,Literature,subject,loc
erskine-galahad-enough-life,Fiction,genre,loc
goldberg-havelock-ellis-biographical,bibliography,genre,loc
freeman-herman-melville,bibliography,genre,loc
machen-hieroglyphics,Literature,subject,loc
machen-hieroglyphics,Criticism,subject,loc
trevelyan-history-england,bibliography,genre,loc
trevelyan-history-england,History,subject,loc
crofts-inspector-french-cheyne,Fiction,genre,loc
crofts-inspector-french-cheyne,Detective and mystery stories.,genre,loc
crofts-inspector-french-cheyne,Police,subject,loc
suckow-iowa-interiors,Fiction,subject,loc
huxley-jesting-pilate-diary,Description and travel,subject,loc
huxley-jesting-pilate-diary,Voyages around the world,subject,loc
shields-juno-study-early,Cults,subject,loc
shields-juno-study-early,Juno (Roman deity),subject,loc
shields-juno-study-early,Religion,subject,loc
istrati-kyra-kyralina,Fiction,subject,loc
michaud-roman-americain-daujourdhui,American fiction,subject,loc
guiney-letters-louise-imogen,biography,genre,loc
warner-lolly-willowes,text,genre,loc
dell-love-greenwich-village,Fiction,subject,loc
hartley-lucullus-food-future,Food,subject,loc
hartley-lucullus-food-future,Food supply,subject,loc
stewart-mr-mrs-haddock,Fiction,genre,loc
stewart-mr-mrs-haddock,Americans,subject,loc
stewart-mr-mrs-haddock,Fiction,subject,loc
drinkwater-mr-charles-king,biography,genre,loc
van-vechten-nigger-heaven,Fiction,genre,loc
van-vechten-nigger-heaven,government publication,genre,loc
van-vechten-nigger-heaven,African Americans,subject,loc
mencken-notes-democracy,Democracy,subject,loc
mordell-notorious-literary-attacks,American literature,subject,loc
mordell-notorious-literary-attacks,Literary quarrels,subject,loc
mordell-notorious-literary-attacks,English literature,subject,loc
mordell-notorious-literary-attacks,Intellectual life,subject,loc
forbes-o-genteel-lady,Historical fiction.,genre,loc
andrews-trail-ancient-man,Paleontology,subject,loc
andrews-trail-ancient-man,Natural history,subject,loc
andrews-trail-ancient-man,Description and travel,subject,loc
andrews-trail-ancient-man,Central Asiatic expeditions of the American museum of natural history,subject,loc
phillpotts-peacock-house-mysteries,"Detective and mystery stories, English",subject,loc
perry-philosophy-recent-past,"Philosophy, Modern",subject,loc
read-reason-romanticism-essays,bibliography,genre,loc
read-reason-romanticism-essays,Literature,subject,loc
read-reason-romanticism-essays,Criticism,subject,loc
whitehead-religion-making-lowell,Religion,subject,loc
garnett-samuel-butler-family,biography,genre,loc
swift-select-letters-jonathan,biography,genre,loc
swift-select-letters-jonathan,"Authors, Irish",subject,loc
swift-select-letters-jonathan,Correspondence,subject,loc
pirandello-shoot-notebooks-sarafino,Fiction,genre,loc
pirandello-shoot-notebooks-sarafino,Motion picture industry,subject,loc
ferber-show-boat,Theater programs-1932.,genre,loc
ferber-show-boat,Theater programs-New York (State)-New York.,genre,loc
williams-great-english-novels,English fiction,subject,loc
kaye-smith-spell-land-story,Fiction,subject,loc
hergesheimer-tampico,Authors' presentation copies (Provenance),genre,loc
hergesheimer-tampico,Authors' autographs (Provenance),genre,loc
lewis-art-ruled,Socialism,subject,loc
lewis-art-ruled,Social problems,subject,loc
van-dine-benson-murder-case,text,genre,loc
van-dine-benson-murder-case,Mystery fiction.,genre,loc
muir-black-pavilion-adventure,Fiction,subject,loc
buchan-dancing-floor,Fiction,genre,loc
buchan-dancing-floor,Detective and mystery stories.,genre,loc
buchan-dancing-floor,Legal stories.,genre,loc
buchan-dancing-floor,"Leithen, Edward (Fictitious character)",subject,loc
spengler-decline-west,Civilization,subject,loc
keynes-end-laissez,Economic policy,subject,loc
keynes-end-laissez,Free enterprise,subject,loc
hunt-flurried-years,biography,genre,loc
hunt-flurried-years,"Novelists, English",subject,loc
hunt-flurried-years,"Authors, English",subject,loc
fielding-footsteps-stopped,Detective and mystery stories.,genre,loc
mumford-golden-day,American literature,subject,loc
mumford-golden-day,Civilization,subject,loc
mumford-golden-day,Intellectual life,subject,loc
oneill-great-god-brown,Theater programs-Washington (D.C.),genre,loc
oneill-great-god-brown,Theater programs-1948.,genre,loc
wodehouse-heart-goof,Humorous fiction.,genre,loc
emerson-heart-emersons-journals,biography,genre,loc
emerson-heart-emersons-journals,Diaries,genre,loc
emerson-heart-emersons-journals,"Authors, American",subject,loc
chesterton-incredulity-father-brown,Mystery fiction.,genre,loc
chesterton-incredulity-father-brown,Fiction,genre,loc
chesterton-incredulity-father-brown,Clergy,subject,loc
chesterton-incredulity-father-brown,Catholics,subject,loc
chesterton-incredulity-father-brown,"Brown, Father (Fictitious character)",subject,loc
sherard-life-work-evil,biography,genre,loc
sherard-life-work-evil,"Authors, French",subject,loc
beer-mauve-decade,American literature,subject,loc
beer-mauve-decade,Civilization,subject,loc
beer-mauve-decade,Politics and government,subject,loc
beer-mauve-decade,Intellectual life,subject,loc
christie-murder-roger-ackroyd,Fiction,genre,loc
christie-murder-roger-ackroyd,Detective and mystery stories.,genre,loc
christie-murder-roger-ackroyd,Private investigators,subject,loc
colvin-origins-empire,Colonies,subject,loc
colvin-origins-empire,History,subject,loc
chesterton-outline-sanity,bibliography,genre,loc
chesterton-outline-sanity,Socialism,subject,loc
chesterton-outline-sanity,Social problems,subject,loc
chesterton-outline-sanity,Property,subject,loc
chesterton-outline-sanity,Communism,subject,loc
smith-oxford-book-eighteenth,English poetry,subject,loc
ocasey-plough-stars,Tragedies.,genre,loc
ocasey-plough-stars,Drama,genre,loc
colum-road-round-ireland,Social life and customs,subject,loc
colum-road-round-ireland,English literature,subject,loc
colum-road-round-ireland,Description and travel,subject,loc
galsworthy-silver-spoon,Domestic fiction.,genre,loc
galsworthy-silver-spoon,Fiction,genre,loc
galsworthy-silver-spoon,Forsyte family (Fictitious characters),subject,loc
meier-graefe-spanish-journey,Description and travel,subject,loc
hughes-weary-blues,text,genre,loc
hughes-weary-blues,Poetry,genre,loc
hughes-weary-blues,African Americans,subject,loc
hall-well-loneliness,Lesbians,subject,loc
ford-today-tomorrow,Industrial management,subject,loc
newton-travel-travellers-middle,Voyages and travels,subject,loc
newton-travel-travellers-middle,"Travel, Medieval",subject,loc
dawson-scott-twenty-seven-humorous,"Humorous stories, English",subject,loc
asbury-methodism,Biography,genre,loc
asbury-methodism,biography,genre,loc
asbury-methodism,Controversial literature,genre,loc
asbury-methodism,Methodists,subject,loc
asbury-methodism,Childhood and youth,subject,loc
asbury-methodism,Methodist Church,subject,loc
galsworthy-modern-comedy,Fiction,genre,loc
galsworthy-modern-comedy,"Domestic fiction, English",subject,loc
galsworthy-modern-comedy,Families,subject,loc
galsworthy-modern-comedy,Forsyte family (Fictitious characters),subject,loc
riding-survey-modernist-poetry,Modernism (Literature),subject,loc
riding-survey-modernist-poetry,"Poetry, Modern",subject,loc
riding-survey-modernist-poetry,Free verse,subject,loc
smyth-three-legged-tour,Description and travel,subject,loc
dunne-experiment-time,bibliography,genre,loc
nichols-home-series-bouquets,Biography,subject,loc
eliot-ariel-poems-journey,Translations into Catalan,subject,loc
forster-aspects-novel,Fiction,subject,loc
forster-aspects-novel,English fiction,subject,loc
ludwig-bismarck-trilogy-fighter,Drama,genre,loc
diapea-cannibal-jack-true,biography,genre,loc
de-quincey-quincey-selections,bibliography,genre,loc
katzin-eight-european-plays,Drama,subject,loc
lewis-elmer-gantry,Fiction,genre,loc
lewis-elmer-gantry,Evangelists,subject,loc
brooks-emerson-others,American literature,subject,loc
feiling-england-tudors-stuarts,History,subject,loc
huxley-essays-popular-science,Biology,subject,loc
ranga-iyer-father-india-reply,Women,subject,loc
ranga-iyer-father-india-reply,Social conditions,subject,loc
henderson-five-roman-emperors,bibliography,genre,loc
henderson-five-roman-emperors,Biography,genre,loc
